,AQI,PM10,O3,SO2,PM2.5,NO2,CO,降水量,平均气压,平均两分钟风速,平均气温,平均相对湿度,日期
2279,71.0,92.0,84.0,12,44.0,52.0,1.1,0.4,1001.2,2.0,20.0,70.8,2021-03-29
2280,103.0,0.0,60.0,7,0.0,41.0,1.1,1.2,1002.1,2.7,17.4,87.3,2021-03-30
2281,41.0,41.0,53.0,6,21.0,31.0,0.8,2.0,1002.2,1.9,14.2,98.3,2021-03-31
2282,33.0,21.0,37.0,5,12.0,26.0,0.5,2.8,1007.2,2.1,12.2,97.0,2021-04-01
2283,34.0,20.0,40.0,5,15.0,27.0,0.6,2.25,1011.3,1.8,12.9,96.0,2021-04-02
2284,39.0,35.0,67.0,5,27.0,21.0,0.6,1.7,1017.4,2.6,12.3,85.5,2021-04-03
2285,45.0,38.0,90.0,7,20.0,20.0,0.6,0.0,1021.1,2.8,13.6,68.0,2021-04-04
2286,49.0,49.0,76.0,10,24.0,36.0,0.6,0.2,1019.9,1.2,13.6,61.5,2021-04-05
2287,79.0,65.0,82.0,13,38.0,63.0,1.1,0.0,1019.0,0.7,13.1,81.5,2021-04-06
2288,52.0,47.0,97.0,6,32.0,41.0,0.8,0.3,1017.0,2.1,12.9,95.0,2021-04-07
2289,53.0,43.0,103.0,7,32.0,30.0,0.7,0.6,1018.0,1.0,14.9,79.0,2021-04-08
2290,109.0,63.0,169.0,9,38.0,56.0,0.8,0.0,1019.1,1.4,15.7,73.0,2021-04-09
2291,95.0,78.0,95.0,11,36.0,76.0,0.8,0.0,1018.9,1.0,16.0,62.8,2021-04-10
2292,69.0,66.0,61.0,9,46.0,55.0,0.9,2.6,1017.3,0.4,15.0,88.5,2021-04-11
2293,71.0,58.0,125.0,7,43.0,44.0,0.8,0.5,1014.7,0.7,16.2,85.8,2021-04-12
2294,79.0,85.0,110.0,8,56.0,63.0,1.0,0.0,1014.5,0.3,18.0,85.8,2021-04-13
2295,73.0,75.0,104.0,6,53.0,33.0,0.9,2.2,1015.4,2.0,17.5,80.0,2021-04-14
2296,73.0,79.0,126.0,9,53.0,46.0,1.0,0.0,1011.9,1.5,17.9,81.0,2021-04-15
2297,95.0,0.0,103.0,9,0.0,76.0,1.0,0.0,1013.5,0.9,19.5,80.3,2021-04-16
2298,115.0,0.0,111.0,8,0.0,41.0,0.6,0.0,1018.5,1.9,18.8,57.5,2021-04-17
2299,75.0,0.0,82.0,11,29.0,44.0,0.6,0.0,1016.9,0.9,17.5,48.8,2021-04-18
2300,70.0,90.0,107.0,12,36.0,55.0,0.7,0.0,1011.8,1.1,18.6,62.4,2021-04-19
2301,75.0,100.0,96.0,13,50.0,51.0,1.1,0.0,1008.9,1.5,19.4,79.4,2021-04-20
2302,57.0,59.0,47.0,6,40.0,35.0,0.9,0.0,1009.0,1.9,17.9,95.3,2021-04-21
2303,42.0,28.0,83.0,5,18.0,27.0,0.8,0.0,1009.2,1.8,17.7,87.0,2021-04-22
2304,47.0,33.0,93.0,6,19.0,26.0,0.8,0.0,1009.6,2.5,19.0,79.9,2021-04-23
2305,53.0,50.0,80.0,6,37.0,21.0,0.8,2.1,1012.2,3.6,15.9,88.0,2021-04-24
2306,43.0,37.0,85.0,6,24.0,18.0,0.6,1.4,1016.4,2.9,16.7,81.6,2021-04-25
2307,48.0,48.0,69.0,6,31.0,29.0,0.7,0.3,1015.3,1.9,16.0,84.1,2021-04-26
2308,59.0,60.0,104.0,7,39.0,47.0,0.8,1.2,1014.9,0.8,18.3,81.4,2021-04-27
2309,73.0,92.0,109.0,8,37.0,58.0,0.8,0.0,1015.9,1.4,18.5,76.9,2021-04-28
2310,74.0,77.0,128.0,8,28.0,40.0,0.5,0.0,1008.3,3.0,21.6,64.8,2021-04-29
2311,80.0,61.0,135.0,8,28.0,34.0,0.6,0.0,1002.9,2.5,25.2,60.6,2021-04-30
2312,116.0,82.0,177.0,11,31.0,41.0,0.8,0.0,1006.9,1.3,24.0,63.6,2021-05-01
2313,128.0,91.0,190.0,11,35.0,35.0,0.8,0.0,1008.8,2.1,24.2,63.5,2021-05-02
2314,65.0,67.0,118.0,10,32.0,31.0,0.9,1.15,1004.4,1.9,20.2,77.6,2021-05-03
2315,83.0,65.0,139.0,7,29.0,22.0,0.7,2.3,1010.2,2.1,20.1,69.0,2021-05-04
2316,102.0,0.0,162.0,10,0.0,52.0,0.9,0.0,1013.7,0.5,21.2,64.4,2021-05-05
2317,80.0,0.0,107.0,9,0.0,45.0,0.8,0.1,1011.2,1.5,19.7,79.5,2021-05-06
2318,72.0,0.0,125.0,7,0.0,41.0,0.8,0.0,1009.5,1.0,21.5,78.1,2021-05-07
2319,75.0,0.0,130.0,6,36.0,50.0,0.8,0.0,1004.7,1.5,23.5,78.1,2021-05-08
2320,90.0,61.0,147.0,7,29.0,41.0,0.8,0.0,1002.5,1.6,26.2,74.4,2021-05-09
2321,51.0,49.0,101.0,6,25.0,31.0,0.9,0.033333333,1000.3,1.4,25.5,84.1,2021-05-10
2322,38.0,38.0,75.0,5,25.0,18.0,0.8,0.066666667,1003.4,2.4,20.6,91.9,2021-05-11
2323,60.0,64.0,93.0,5,43.0,37.0,1.2,0.1,1005.0,0.8,21.5,84.5,2021-05-12
2324,53.0,56.0,83.0,6,32.0,40.0,1.1,0.1,1003.0,0.6,22.7,93.0,2021-05-13
2325,49.0,38.0,98.0,5,20.0,32.0,1.0,0.1,999.5,1.0,25.2,87.6,2021-05-14
2326,42.0,26.0,83.0,4,16.0,28.0,0.8,0.1,997.7,1.1,24.2,93.1,2021-05-15
2327,37.0,19.0,73.0,4,7.0,13.0,0.5,0.1,1007.2,3.1,18.5,83.0,2021-05-16
2328,56.0,27.0,107.0,5,14.0,22.0,0.4,0.1,1011.7,1.4,17.8,78.0,2021-05-17
2329,49.0,49.0,88.0,7,34.0,33.0,0.6,0.1,1009.2,0.3,18.4,85.0,2021-05-18
2330,64.0,62.0,58.0,6,41.0,51.0,0.7,1.1,1005.9,0.4,18.3,92.9,2021-05-19
2331,50.0,48.0,99.0,6,26.0,38.0,0.6,0.0,1006.1,0.9,19.8,79.5,2021-05-20
2332,77.0,77.0,103.0,8,46.0,61.0,1.0,0.0,1005.4,0.3,21.5,81.0,2021-05-21
2333,51.0,52.0,98.0,7,29.0,39.0,0.7,1.2,1003.8,1.5,21.5,88.0,2021-05-22
2334,39.0,39.0,75.0,5,21.0,25.0,0.6,0.6,1007.6,2.1,20.3,90.5,2021-05-23
2335,66.0,72.0,119.0,7,25.0,41.0,0.5,0.0,1011.1,0.8,22.1,76.4,2021-05-24
2336,76.0,102.0,123.0,8,39.0,52.0,0.6,0.0,1008.2,1.0,22.9,80.4,2021-05-25
2337,40.0,40.0,68.0,5,22.0,30.0,0.6,0.05,1003.7,0.6,19.8,94.9,2021-05-26
2338,37.0,30.0,63.0,5,17.0,29.0,0.5,0.1,1005.2,1.1,22.7,84.8,2021-05-27
2339,44.0,38.0,67.0,7,19.0,35.0,0.7,0.0,1005.3,1.1,23.3,80.6,2021-05-28
2340,56.0,38.0,107.0,6,19.0,28.0,0.6,0.0,1003.9,2.3,23.6,80.6,2021-05-29
2341,93.0,47.0,151.0,6,22.0,36.0,0.6,0.0,1002.5,0.6,24.5,80.1,2021-05-30
2342,95.0,70.0,153.0,9,33.0,44.0,0.8,0.0,1001.2,0.9,26.4,77.8,2021-05-31
2343,100.0,66.0,160.0,9,33.0,47.0,0.8,0.0,1001.6,1.0,28.0,72.1,2021-06-01
2344,119.0,74.0,180.0,7,38.0,39.0,0.9,0.0,1000.9,1.1,29.0,73.1,2021-06-02
2345,58.0,41.0,109.0,5,20.0,25.0,0.7,0.05,1005.0,2.0,22.4,85.0,2021-06-03
2346,75.0,42.0,130.0,7,17.0,33.0,0.6,0.1,1005.5,1.1,22.2,72.0,2021-06-04
2347,95.0,50.0,154.0,8,20.0,41.0,0.6,0.0,1001.4,1.5,24.1,70.9,2021-06-05
2348,129.0,60.0,191.0,10,26.0,40.0,0.8,0.0,1001.4,1.8,27.3,58.6,2021-06-06
2349,101.0,49.0,161.0,11,25.0,33.0,0.8,0.0,1004.1,1.8,28.1,57.8,2021-06-07
2350,135.0,63.0,198.0,12,36.0,48.0,1.0,0.0,1004.5,0.4,28.5,69.3,2021-06-08
2351,125.0,65.0,187.0,11,35.0,47.0,1.0,0.0,1003.3,0.9,28.8,72.0,2021-06-09
2352,53.0,51.0,103.0,6,33.0,40.0,0.9,1.6,1003.8,0.3,25.7,87.1,2021-06-10
2353,95.0,73.0,154.0,6,48.0,35.0,1.0,0.0,1005.4,1.0,27.2,81.3,2021-06-11
2354,60.0,70.0,95.0,7,42.0,37.0,1.1,0.0,1005.8,1.1,27.2,89.1,2021-06-12
2355,55.0,31.0,105.0,5,18.0,23.0,0.8,0.1,1001.6,1.9,30.0,78.5,2021-06-13
2356,45.0,24.0,89.0,5,11.0,18.0,0.6,0.0,996.7,3.5,31.7,68.6,2021-06-14
2357,51.0,23.0,101.0,6,12.0,20.0,0.6,0.0,994.7,2.5,32.0,66.5,2021-06-15
2358,70.0,32.0,123.0,6,17.0,24.0,0.6,0.0,997.7,1.6,31.8,72.4,2021-06-16
2359,41.0,32.0,81.0,6,15.0,20.0,0.8,0.0,1001.0,2.8,26.7,85.5,2021-06-17
2360,47.0,28.0,93.0,5,13.0,17.0,0.6,0.5,1002.4,2.1,23.6,80.9,2021-06-18
2361,36.0,22.0,72.0,5,14.0,24.0,0.6,1.0,1001.2,0.9,21.2,93.4,2021-06-19
2362,64.0,39.0,116.0,5,26.0,28.0,0.7,1.5,1000.0,0.9,24.2,85.4,2021-06-20
2363,55.0,59.0,100.0,7,38.0,32.0,0.7,0.0,1001.0,0.3,25.5,87.4,2021-06-21
2364,129.0,68.0,191.0,7,39.0,49.0,1.0,0.0,1002.9,1.0,27.0,76.9,2021-06-22
2365,136.0,54.0,199.0,10,25.0,42.0,0.9,0.0,1004.2,1.4,28.1,59.1,2021-06-23
2366,118.0,58.0,179.0,12,32.0,33.0,0.9,0.0,1002.4,1.1,28.9,66.9,2021-06-24
2367,118.0,51.0,179.0,9,27.0,32.0,0.8,0.0,1000.6,0.9,29.3,74.6,2021-06-25
2368,72.0,55.0,126.0,7,31.0,33.0,0.9,0.0,999.3,1.5,29.6,80.5,2021-06-26
2369,33.0,20.0,61.0,4,11.0,26.0,0.7,0.0,998.3,0.6,27.3,93.1,2021-06-27
2370,81.0,27.0,137.0,5,17.0,20.0,0.8,0.0,998.7,2.0,29.4,77.5,2021-06-28
2371,125.0,49.0,187.0,6,30.0,32.0,0.9,0.0,998.5,0.8,29.8,75.8,2021-06-29
2372,57.0,42.0,108.0,4,23.0,31.0,0.8,0.0,998.7,0.9,29.0,83.3,2021-06-30
2373,34.0,23.0,67.0,5,12.0,23.0,0.8,0.833333333,998.3,2.1,26.1,94.6,2021-07-01
2374,24.0,17.0,47.0,4,10.0,19.0,0.8,1.666666667,997.3,1.9,26.3,96.1,2021-07-02
2375,48.0,20.0,96.0,4,11.0,22.0,0.6,2.5,999.7,1.3,26.3,86.3,2021-07-03
2376,37.0,33.0,61.0,4,19.0,29.0,0.8,0.1,1002.1,0.4,25.6,95.3,2021-07-04
2377,40.0,36.0,32.0,4,19.0,32.0,0.9,0.7,1002.5,0.6,26.2,96.3,2021-07-05
2378,79.0,50.0,134.0,4,32.0,33.0,1.0,1.3,1001.6,0.5,28.1,90.9,2021-07-06
2379,66.0,47.0,119.0,4,25.0,32.0,0.8,0.0,1003.1,1.1,28.7,86.6,2021-07-07
2380,36.0,31.0,71.0,4,14.0,24.0,0.7,1.4,1003.6,1.6,28.2,88.5,2021-07-08
2381,50.0,25.0,99.0,5,12.0,22.0,0.6,0.0,1002.2,2.9,29.7,77.4,2021-07-09
2382,52.0,32.0,102.0,5,16.0,27.0,0.5,0.0,1002.3,2.0,30.6,75.9,2021-07-10
2383,55.0,36.0,105.0,5,20.0,21.0,0.5,0.0,1001.3,3.4,32.1,64.3,2021-07-11
2384,64.0,34.0,116.0,5,17.0,19.0,0.5,0.0,998.9,3.1,32.0,63.4,2021-07-12
2385,55.0,30.0,105.0,5,17.0,18.0,0.5,3.0,998.0,3.9,30.0,75.5,2021-07-13
2386,61.0,36.0,113.0,5,19.0,21.0,0.5,0.0,999.7,2.8,32.7,63.9,2021-07-14
2387,70.0,38.0,123.0,5,20.0,26.0,0.6,0.0,1002.1,2.1,32.8,64.5,2021-07-15
2388,83.0,52.0,139.0,5,27.0,39.0,0.7,0.0,1003.0,0.8,31.1,78.3,2021-07-16
2389,34.0,21.0,67.0,5,10.0,25.0,0.6,0.0,1001.3,1.1,26.4,89.3,2021-07-17
2390,63.0,32.0,115.0,6,20.0,26.0,0.8,0.0,1000.6,1.3,26.5,91.5,2021-07-18
2391,44.0,30.0,87.0,4,20.0,30.0,0.8,0.0,1001.4,1.0,27.6,89.1,2021-07-19
2392,88.0,41.0,145.0,6,22.0,25.0,0.8,0.0,1001.9,1.0,29.5,81.5,2021-07-20
2393,82.0,37.0,138.0,8,19.0,27.0,0.8,0.0,1001.5,1.9,31.0,72.6,2021-07-21
2394,110.0,35.0,171.0,7,18.0,23.0,0.7,0.0,1000.5,2.1,31.1,68.3,2021-07-22
2395,63.0,38.0,115.0,7,20.0,27.0,0.7,0.4,1000.4,2.0,29.7,76.8,2021-07-23
2396,51.0,28.0,101.0,7,12.0,17.0,0.6,0.2,1000.2,2.6,30.6,67.3,2021-07-24
2397,38.0,22.0,76.0,6,10.0,15.0,0.5,0.0,999.1,2.8,30.1,68.4,2021-07-25
2398,42.0,24.0,83.0,5,11.0,16.0,0.5,0.0,995.8,2.5,30.1,71.4,2021-07-26
2399,36.0,19.0,72.0,5,9.0,12.0,0.5,1.0,994.0,3.0,29.6,76.9,2021-07-27
2400,30.0,15.0,60.0,5,7.0,13.0,0.5,1.4,993.7,2.3,28.0,80.0,2021-07-28
2401,85.0,35.0,142.0,6,17.0,25.0,0.6,0.0,996.1,1.1,29.3,72.5,2021-07-29
2402,128.0,48.0,190.0,6,23.0,39.0,0.7,0.0,995.6,0.9,30.3,73.5,2021-07-30
2403,140.0,60.0,203.0,6,31.0,42.0,0.8,0.0,994.8,0.9,31.3,75.4,2021-07-31
2404,193.0,76.0,258.0,7,38.0,38.0,1.0,0.0,994.3,0.8,32.4,74.3,2021-08-01
2405,108.0,68.0,168.0,6,34.0,37.0,0.9,0.0,996.7,1.9,32.4,73.3,2021-08-02
2406,110.0,47.0,171.0,6,31.0,19.0,1.0,0.0,999.3,2.8,31.9,67.6,2021-08-03
2407,70.0,27.0,123.0,6,14.0,16.0,0.7,0.0,998.7,2.8,31.8,66.6,2021-08-04
2408,60.0,25.0,112.0,6,12.0,18.0,0.7,0.0,996.8,2.5,32.1,66.3,2021-08-05
2409,63.0,28.0,115.0,5,15.0,15.0,0.7,0.0,996.9,2.9,31.8,68.8,2021-08-06
2410,93.0,36.0,151.0,7,20.0,19.0,0.9,0.0,999.0,1.6,32.0,68.5,2021-08-07
2411,118.0,35.0,179.0,7,19.0,22.0,0.8,0.0,1000.9,1.3,31.6,66.5,2021-08-08
2412,65.0,42.0,118.0,6,25.0,23.0,0.9,0.6,1000.4,1.9,28.3,83.1,2021-08-09
2413,31.0,26.0,61.0,5,19.0,23.0,0.9,1.2,1001.6,1.0,25.1,97.8,2021-08-10
2414,63.0,24.0,115.0,4,16.0,23.0,0.9,1.8,1003.2,0.6,28.1,88.6,2021-08-11
2415,30.0,15.0,59.0,4,9.0,22.0,0.9,1.875,1002.8,1.3,26.9,94.8,2021-08-12
2416,50.0,12.0,100.0,4,8.0,14.0,0.7,1.95,1001.5,2.3,23.0,96.5,2021-08-13
2417,50.0,11.0,100.0,4,7.0,16.0,0.7,2.025,1004.5,1.8,22.9,96.9,2021-08-14
2418,44.0,32.0,87.0,6,25.0,32.0,1.0,2.1,1007.1,0.3,24.5,94.3,2021-08-15
2419,43.0,31.0,74.0,5,22.0,34.0,1.0,2.8,1008.7,0.1,25.5,96.0,2021-08-16
2420,82.0,32.0,138.0,5,19.0,25.0,1.1,0.5,1007.1,0.6,27.7,86.9,2021-08-17
2421,97.0,28.0,156.0,6,17.0,27.0,0.8,0.0,1005.2,0.9,29.0,81.0,2021-08-18
2422,86.0,36.0,143.0,6,21.0,26.0,0.8,0.433333333,1003.7,1.3,28.6,84.6,2021-08-19
2423,48.0,26.0,95.0,5,15.0,24.0,0.7,0.866666667,1002.2,1.9,28.1,88.6,2021-08-20
2424,92.0,27.0,150.0,5,20.0,27.0,0.8,1.3,1002.8,0.5,28.3,86.4,2021-08-21
2425,55.0,46.0,105.0,6,28.0,28.0,0.9,0.0,999.8,1.8,30.4,82.0,2021-08-22
2426,48.0,39.0,96.0,5,22.0,21.0,0.8,0.1,999.0,1.8,28.8,83.5,2021-08-23
2427,47.0,15.0,93.0,4,11.0,18.0,0.7,0.05,1001.7,1.6,24.2,94.4,2021-08-24
2428,60.0,32.0,112.0,5,21.0,27.0,0.7,0.0,1005.4,0.8,26.1,89.0,2021-08-25
2429,39.0,34.0,78.0,5,0.0,21.0,0.6,1.0,1008.7,2.0,23.7,89.4,2021-08-26
2430,33.0,17.0,66.0,5,0.0,21.0,0.5,2.3,1010.7,0.8,22.0,91.1,2021-08-27
2431,57.0,34.0,108.0,5,0.0,36.0,0.7,0.0,1009.2,0.6,24.9,87.5,2021-08-28
2432,66.0,45.0,119.0,7,28.0,34.0,0.9,0.0,1007.1,1.1,28.3,83.4,2021-08-29
2433,61.0,35.0,113.0,8,19.0,31.0,0.8,0.0,1007.1,1.8,30.1,76.9,2021-08-30
2434,70.0,43.0,123.0,7,24.0,36.0,0.6,0.0,1006.9,1.0,30.7,76.5,2021-08-31
2435,129.0,39.0,191.0,6,23.0,20.0,1.0,0.0,1007.5,2.1,29.1,79.3,2021-09-01
2436,85.0,40.0,142.0,6,22.0,25.0,0.9,0.0,1006.6,1.3,26.6,85.6,2021-09-02
2437,91.0,39.0,149.0,6,22.0,26.0,0.8,0.0,1003.3,1.6,29.6,76.4,2021-09-03
2438,76.0,48.0,131.0,6,29.0,24.0,0.8,0.0,1002.7,1.8,31.0,77.0,2021-09-04
2439,65.0,28.0,118.0,7,12.0,16.0,0.8,0.0,1008.0,3.0,27.0,76.0,2021-09-05
2440,44.0,21.0,88.0,6,11.0,14.0,0.7,0.0,1011.9,3.3,25.3,78.0,2021-09-06
2441,51.0,26.0,101.0,6,15.0,19.0,0.7,0.0,1012.4,1.8,24.5,81.0,2021-09-07
2442,107.0,39.0,167.0,6,21.0,39.0,0.8,0.0,1008.8,0.5,25.4,76.9,2021-09-08
2443,120.0,46.0,181.0,6,24.0,55.0,0.8,0.0,1007.7,0.9,26.8,75.6,2021-09-09
2444,175.0,64.0,240.0,7,33.0,66.0,0.9,0.0,1007.0,0.8,27.8,75.6,2021-09-10
2445,141.0,67.0,205.0,9,36.0,50.0,0.9,0.0,1004.6,0.8,27.8,74.5,2021-09-11
2446,102.0,47.0,162.0,9,24.0,26.0,0.9,0.0,1003.5,1.4,29.0,64.1,2021-09-12
2447,80.0,34.0,136.0,7,16.0,19.0,0.7,0.0,1008.0,2.0,27.7,69.4,2021-09-13
2448,92.0,34.0,150.0,8,16.0,22.0,0.8,0.0,1011.6,2.1,28.3,61.4,2021-09-14
2449,112.0,42.0,173.0,9,20.0,40.0,0.9,0.0,1011.1,1.1,26.5,64.3,2021-09-15
2450,135.0,63.0,198.0,9,35.0,44.0,1.0,0.0,1008.3,0.6,26.3,70.8,2021-09-16
2451,130.0,59.0,192.0,10,34.0,30.0,1.0,0.0,1008.0,1.3,26.8,69.4,2021-09-17
2452,131.0,57.0,194.0,11,32.0,26.0,1.0,0.0,1006.7,1.5,28.3,65.7,2021-09-18
2453,74.0,48.0,128.0,9,27.0,19.0,0.9,0.0,1004.1,3.6,28.7,69.4,2021-09-19
2454,52.0,12.0,102.0,6,8.0,19.0,0.9,0.0,1007.5,1.4,22.9,84.3,2021-09-20
2455,85.0,25.0,141.0,7,17.0,31.0,0.8,0.0,1005.7,1.6,25.6,82.1,2021-09-21
2456,90.0,43.0,148.0,10,24.0,46.0,1.0,0.0,1007.3,1.3,27.0,73.9,2021-09-22
2457,107.0,56.0,167.0,12,31.0,38.0,1.0,0.0,1009.2,1.9,28.6,65.6,2021-09-23
2458,83.0,46.0,139.0,9,26.0,31.0,0.8,0.0,1009.0,2.0,30.2,68.8,2021-09-24
2459,70.0,34.0,123.0,8,21.0,29.0,0.7,0.0,1007.9,2.1,30.6,69.5,2021-09-25
2460,89.0,49.0,146.0,9,29.0,31.0,0.8,0.0,1008.6,1.8,30.3,70.8,2021-09-26
2461,71.0,32.0,125.0,7,18.0,19.0,0.8,0.0,1009.9,2.4,26.4,74.1,2021-09-27
2462,111.0,48.0,172.0,8,29.0,26.0,1.0,0.05,1006.7,1.3,27.0,76.4,2021-09-28
2463,59.0,16.0,110.0,6,10.0,17.0,0.7,0.1,1007.9,1.6,23.1,81.1,2021-09-29
2464,92.0,33.0,150.0,7,18.0,42.0,0.9,0.0,1007.2,0.4,22.7,85.6,2021-09-30
2465,127.0,45.0,189.0,8,26.0,44.0,0.9,0.0,1006.7,0.6,24.9,80.4,2021-10-01
2466,104.0,56.0,164.0,12,31.0,35.0,1.0,0.0,1006.5,1.6,26.9,75.4,2021-10-02
2467,78.0,51.0,133.0,10,31.0,25.0,0.9,0.0,1005.7,2.5,30.6,65.3,2021-10-03
2468,85.0,50.0,142.0,10,29.0,25.0,0.8,0.0,1008.6,2.5,31.4,62.0,2021-10-04
2469,44.0,44.0,85.0,9,19.0,21.0,0.7,0.0,1012.7,3.6,23.0,73.8,2021-10-05
2470,38.0,21.0,76.0,7,10.0,19.0,0.7,0.0,1013.7,2.8,18.9,80.0,2021-10-06
2471,30.0,16.0,60.0,6,8.0,17.0,0.6,0.0,1014.7,2.4,17.2,80.8,2021-10-07
2472,29.0,28.0,50.0,6,17.0,23.0,0.7,0.0,1014.2,2.5,18.1,81.5,2021-10-08
2473,38.0,29.0,76.0,6,20.0,26.0,0.9,0.0,1014.0,1.6,20.2,83.0,2021-10-09
2474,28.0,28.0,52.0,5,15.0,18.0,0.8,0.0,1018.1,3.5,17.0,90.8,2021-10-10
2475,39.0,30.0,78.0,7,11.0,19.0,0.5,0.0,1020.4,3.9,17.0,59.1,2021-10-11
2476,59.0,32.0,110.0,8,16.0,21.0,0.5,0.0,1018.7,3.1,19.2,59.6,2021-10-12
2477,47.0,32.0,93.0,8,16.0,24.0,0.6,0.0,1017.3,2.1,19.7,62.4,2021-10-13
2478,56.0,46.0,107.0,6,39.0,28.0,0.7,0.5,1016.4,2.7,18.4,83.3,2021-10-14
2479,51.0,32.0,101.0,5,25.0,20.0,0.8,0.5,1019.4,2.9,16.0,93.5,2021-10-15
2480,36.0,21.0,72.0,5,12.0,19.0,0.6,0.25,1026.9,2.9,14.6,89.5,2021-10-16
2481,45.0,45.0,59.0,8,19.0,32.0,0.6,0.0,1027.7,1.9,13.3,74.8,2021-10-17
2482,52.0,40.0,72.0,7,24.0,41.0,0.6,0.4,1021.0,0.8,13.7,81.3,2021-10-18
2483,62.0,51.0,35.0,8,35.0,49.0,0.7,0.1,1021.1,1.1,13.7,88.9,2021-10-19
2484,38.0,29.0,61.0,6,26.0,27.0,0.6,0.25,1020.8,2.8,11.8,95.8,2021-10-20
2485,45.0,25.0,67.0,6,17.0,36.0,0.6,0.4,1022.5,0.9,12.5,85.1,2021-10-21
2486,67.0,53.0,82.0,7,36.0,53.0,0.8,0.0,1025.3,0.6,12.7,87.9,2021-10-22
2487,72.0,67.0,125.0,8,47.0,57.0,0.8,0.0,1024.0,0.5,13.4,75.5,2021-10-23
2488,89.0,66.0,118.0,8,44.0,71.0,0.8,0.0,1022.7,0.6,13.6,77.9,2021-10-24
2489,100.0,83.0,115.0,9,52.0,80.0,1.0,0.0,1019.4,0.5,14.5,78.5,2021-10-25
2490,78.0,83.0,120.0,10,53.0,62.0,1.0,0.0,1017.6,0.7,15.8,80.3,2021-10-26
2491,74.0,71.0,112.0,11,46.0,59.0,0.9,0.0,1019.7,0.8,17.6,78.8,2021-10-27
2492,95.0,96.0,129.0,10,63.0,76.0,1.0,0.0,1020.2,0.6,17.3,80.3,2021-10-28
2493,100.0,112.0,123.0,10,75.0,76.0,1.1,0.0,1020.0,0.6,17.5,81.3,2021-10-29
2494,123.0,132.0,124.0,9,93.0,79.0,1.1,0.0,1020.2,0.3,17.0,81.3,2021-10-30
2495,101.0,117.0,117.0,10,69.0,81.0,1.2,0.0,1020.1,0.6,17.5,83.9,2021-10-31
2496,73.0,84.0,126.0,9,52.0,58.0,0.9,0.0,1020.5,0.8,18.7,72.4,2021-11-01
2497,94.0,105.0,117.0,8,70.0,52.0,1.0,0.0,1019.6,0.4,18.2,80.3,2021-11-02
2498,93.0,95.0,108.0,10,58.0,74.0,1.1,0.0,1016.8,0.4,17.7,82.3,2021-11-03
2499,79.0,83.0,111.0,10,58.0,45.0,0.9,0.0,1012.5,0.8,18.6,77.1,2021-11-04
2500,63.0,62.0,40.0,6,45.0,40.0,0.9,0.7,1009.4,1.1,18.1,96.7,2021-11-05
2501,42.0,42.0,62.0,7,29.0,30.0,0.8,0.0,1010.9,1.9,19.6,84.9,2021-11-06
2502,25.0,21.0,50.0,6,9.0,18.0,0.5,2.8,1023.5,1.45,8.8,82.6,2021-11-07
2503,37.0,34.0,73.0,7,12.0,29.0,0.4,0.0,1026.7,1.0,7.6,69.4,2021-11-08
2504,54.0,44.0,58.0,9,24.0,43.0,0.5,0.0,1022.6,0.9,9.1,78.4,2021-11-09
2505,62.0,45.0,74.0,9,29.0,49.0,0.5,0.0,1019.1,1.0,11.7,68.8,2021-11-10
2506,75.0,60.0,66.0,10,33.0,60.0,0.6,0.0,1020.0,0.8,12.3,70.5,2021-11-11
2507,74.0,52.0,77.0,9,26.0,59.0,0.5,0.0,1021.5,1.1,12.7,67.3,2021-11-12
2508,67.0,61.0,84.0,9,34.0,53.0,0.4,0.0,1019.1,1.0,12.3,69.9,2021-11-13
2509,83.0,59.0,74.0,9,34.0,66.0,0.7,0.0,1018.4,0.8,11.9,76.6,2021-11-14
2510,99.0,80.0,74.0,13,44.0,79.0,1.0,0.0,1016.7,0.5,13.3,72.5,2021-11-15
2511,82.0,85.0,102.0,12,57.0,65.0,0.9,0.0,1018.6,1.3,16.4,63.5,2021-11-16
2512,156.0,150.0,87.0,13,79.0,69.0,1.1,0.0,1019.5,0.9,13.8,78.1,2021-11-17
2513,133.0,142.0,131.0,11,101.0,81.0,1.2,0.0,1014.5,0.9,12.5,79.8,2021-11-18
2514,98.0,110.0,82.0,14,73.0,59.0,1.3,0.0,1011.8,1.0,14.2,81.0,2021-11-19
2515,83.0,78.0,31.0,11,61.0,57.0,1.2,0.0,1012.8,1.3,14.0,85.8,2021-11-20
2516,67.0,83.0,46.0,7,47.0,35.0,0.6,0.0,1020.6,2.6,13.1,60.0,2021-11-21
2517,63.0,75.0,65.0,7,12.0,24.0,0.4,0.0,1027.0,3.0,7.9,60.9,2021-11-22
2518,67.0,75.0,57.0,8,25.0,53.0,0.6,0.0,1024.6,0.8,7.0,61.8,2021-11-23
2519,80.0,71.0,63.0,9,32.0,64.0,0.7,0.0,1020.1,1.0,8.6,70.3,2021-11-24
2520,104.0,100.0,41.0,13,55.0,88.0,1.3,0.0,1019.1,0.3,9.5,78.0,2021-11-25
2521,104.0,114.0,76.0,12,64.0,88.0,1.3,0.0,1022.8,0.4,10.2,74.6,2021-11-26
2522,99.0,104.0,103.0,12,65.0,79.0,0.9,0.0,1025.2,0.6,9.2,72.1,2021-11-27
